answer_number,question_title,author_name,answer_url,created_time,introduction,regional,comment,comment_number
87,Why do urologists report such a high rate of stress and burnout?,Nathan-Ketsdever,https://www.quora.com/Why-do-urologists-report-such-a-high-rate-of-stress-and-burnout,"#313396358October 6, 2017 at 5:11:13 AM","Self-employed2007–present   ;Master's from Ball State UniversityGraduated 2001   ;Lives in Nashville, TN   ;21.7M content views274.7K this month   ;Top Writer2018, 2015, 2014 and 2013   ;Top Question Writer2018, 2017 and 2016   ;Active in 77 Spaces   ;Joined March 2011",America,view more),565
88,"Has there been any point in a doctor’s life where they were tired of working as a doctor, and got depression, etc? Did you ever regret studying to become a doctor?",Duncan-Coolidge-1,https://www.quora.com/Has-there-been-any-point-in-a-doctor%E2%80%99s-life-where-they-were-tired-of-working-as-a-doctor-and-got-depression-etc-Did-you-ever-regret-studying-to-become-a-doctor,"#331547347November 17, 2017 at 5:29:53 AM","Former practicing physician1979–2010   ;Studied Internal Medicine & Intensive CareGraduated 1979   ;Lives in East Andover, NH1981–present   ;2.3M content views47.9K this month   ;Joined March 2017",America,At one point in my career I was spread too thin and had too many clinical responsibilities beyond my practice.,566
88,"Has there been any point in a doctor’s life where they were tired of working as a doctor, and got depression, etc? Did you ever regret studying to become a doctor?",Duncan-Coolidge-1,https://www.quora.com/Has-there-been-any-point-in-a-doctor%E2%80%99s-life-where-they-were-tired-of-working-as-a-doctor-and-got-depression-etc-Did-you-ever-regret-studying-to-become-a-doctor,"#331547347November 17, 2017 at 5:29:53 AM","Former practicing physician1979–2010   ;Studied Internal Medicine & Intensive CareGraduated 1979   ;Lives in East Andover, NH1981–present   ;2.3M content views47.9K this month   ;Joined March 2017",America, My ability to function efficiently was impaired and I was seriously depressed.,567
88,"Has there been any point in a doctor’s life where they were tired of working as a doctor, and got depression, etc? Did you ever regret studying to become a doctor?",Duncan-Coolidge-1,https://www.quora.com/Has-there-been-any-point-in-a-doctor%E2%80%99s-life-where-they-were-tired-of-working-as-a-doctor-and-got-depression-etc-Did-you-ever-regret-studying-to-become-a-doctor,"#331547347November 17, 2017 at 5:29:53 AM","Former practicing physician1979–2010   ;Studied Internal Medicine & Intensive CareGraduated 1979   ;Lives in East Andover, NH1981–present   ;2.3M content views47.9K this month   ;Joined March 2017",America, It required a period of time away from practice and resigning from other the other responsibilities.,568
88,"Has there been any point in a doctor’s life where they were tired of working as a doctor, and got depression, etc? Did you ever regret studying to become a doctor?",Duncan-Coolidge-1,https://www.quora.com/Has-there-been-any-point-in-a-doctor%E2%80%99s-life-where-they-were-tired-of-working-as-a-doctor-and-got-depression-etc-Did-you-ever-regret-studying-to-become-a-doctor,"#331547347November 17, 2017 at 5:29:53 AM","Former practicing physician1979–2010   ;Studied Internal Medicine & Intensive CareGraduated 1979   ;Lives in East Andover, NH1981–present   ;2.3M content views47.9K this month   ;Joined March 2017",America, Did I eve…,569
88,"Has there been any point in a doctor’s life where they were tired of working as a doctor, and got depression, etc? Did you ever regret studying to become a doctor?",Duncan-Coolidge-1,https://www.quora.com/Has-there-been-any-point-in-a-doctor%E2%80%99s-life-where-they-were-tired-of-working-as-a-doctor-and-got-depression-etc-Did-you-ever-regret-studying-to-become-a-doctor,"#331547347November 17, 2017 at 5:29:53 AM","Former practicing physician1979–2010   ;Studied Internal Medicine & Intensive CareGraduated 1979   ;Lives in East Andover, NH1981–present   ;2.3M content views47.9K this month   ;Joined March 2017",America,(,570
88,"Has there been any point in a doctor’s life where they were tired of working as a doctor, and got depression, etc? Did you ever regret studying to become a doctor?",Duncan-Coolidge-1,https://www.quora.com/Has-there-been-any-point-in-a-doctor%E2%80%99s-life-where-they-were-tired-of-working-as-a-doctor-and-got-depression-etc-Did-you-ever-regret-studying-to-become-a-doctor,"#331547347November 17, 2017 at 5:29:53 AM","Former practicing physician1979–2010   ;Studied Internal Medicine & Intensive CareGraduated 1979   ;Lives in East Andover, NH1981–present   ;2.3M content views47.9K this month   ;Joined March 2017",America,more),571
89,"Has there been any point in a doctor’s life where they were tired of working as a doctor, and got depression, etc? Did you ever regret studying to become a doctor?",Brandi-375,https://www.quora.com/Has-there-been-any-point-in-a-doctor%E2%80%99s-life-where-they-were-tired-of-working-as-a-doctor-and-got-depression-etc-Did-you-ever-regret-studying-to-become-a-doctor,"#331355818November 16, 2017 at 9:07:59 PM","Former Retired Surgeon, Likes cars, history,and languages   ;Studied at The University of Pennsylvania (UPenn)   ;3.4M content views38.5K this month   ;Active in 6 Spaces   ;Joined September 2016",,"Yes to the “tired” no to the depression… when it was no longer fun anymore or emotionally rewarding , I retired… moved on.",572
89,"Has there been any point in a doctor’s life where they were tired of working as a doctor, and got depression, etc? Did you ever regret studying to become a doctor?",Brandi-375,https://www.quora.com/Has-there-been-any-point-in-a-doctor%E2%80%99s-life-where-they-were-tired-of-working-as-a-doctor-and-got-depression-etc-Did-you-ever-regret-studying-to-become-a-doctor,"#331355818November 16, 2017 at 9:07:59 PM","Former Retired Surgeon, Likes cars, history,and languages   ;Studied at The University of Pennsylvania (UPenn)   ;3.4M content views38.5K this month   ;Active in 6 Spaces   ;Joined September 2016",,. no regrets!,573
90,"Has there been any point in a doctor’s life where they were tired of working as a doctor, and got depression, etc? Did you ever regret studying to become a doctor?",Alex-Gomberg-2,https://www.quora.com/Has-there-been-any-point-in-a-doctor%E2%80%99s-life-where-they-were-tired-of-working-as-a-doctor-and-got-depression-etc-Did-you-ever-regret-studying-to-become-a-doctor,"#331324308November 16, 2017 at 7:36:55 PM",Physical Therapist at UPRIGHT Tech. Ltd.   ;Studied Physical Therapy at Tel Aviv University   ;Lives in Israel   ;43.7K content views255 this month   ;Joined October 2017,Israel,"A co-worker from our company, who currently works as an iOS developer started his programming career after 1.",574
90,"Has there been any point in a doctor’s life where they were tired of working as a doctor, and got depression, etc? Did you ever regret studying to become a doctor?",Alex-Gomberg-2,https://www.quora.com/Has-there-been-any-point-in-a-doctor%E2%80%99s-life-where-they-were-tired-of-working-as-a-doctor-and-got-depression-etc-Did-you-ever-regret-studying-to-become-a-doctor,"#331324308November 16, 2017 at 7:36:55 PM",Physical Therapist at UPRIGHT Tech. Ltd.   ;Studied Physical Therapy at Tel Aviv University   ;Lives in Israel   ;43.7K content views255 this month   ;Joined October 2017,Israel,5 years of work as a clinical psychiatrist.,575
90,"Has there been any point in a doctor’s life where they were tired of working as a doctor, and got depression, etc? Did you ever regret studying to become a doctor?",Alex-Gomberg-2,https://www.quora.com/Has-there-been-any-point-in-a-doctor%E2%80%99s-life-where-they-were-tired-of-working-as-a-doctor-and-got-depression-etc-Did-you-ever-regret-studying-to-become-a-doctor,"#331324308November 16, 2017 at 7:36:55 PM",Physical Therapist at UPRIGHT Tech. Ltd.   ;Studied Physical Therapy at Tel Aviv University   ;Lives in Israel   ;43.7K content views255 this month   ;Joined October 2017,Israel," He has never regretted becoming a doctor, but after the first year on the job he was really depressed and burned out.",576
90,"Has there been any point in a doctor’s life where they were tired of working as a doctor, and got depression, etc? Did you ever regret studying to become a doctor?",Alex-Gomberg-2,https://www.quora.com/Has-there-been-any-point-in-a-doctor%E2%80%99s-life-where-they-were-tired-of-working-as-a-doctor-and-got-depression-etc-Did-you-ever-regret-studying-to-become-a-doctor,"#331324308November 16, 2017 at 7:36:55 PM",Physical Therapist at UPRIGHT Tech. Ltd.   ;Studied Physical Therapy at Tel Aviv University   ;Lives in Israel   ;43.7K content views255 this month   ;Joined October 2017,Israel," Job simply did not give him a feeling of pleasure and excitement, so he decided to try something new and found himself developing mobile applications.",577
91,"Has there been any point in a doctor’s life where they were tired of working as a doctor, and got depression, etc? Did you ever regret studying to become a doctor?",Janet-McKenzie-1,https://www.quora.com/Has-there-been-any-point-in-a-doctor%E2%80%99s-life-where-they-were-tired-of-working-as-a-doctor-and-got-depression-etc-Did-you-ever-regret-studying-to-become-a-doctor,"#332067477November 18, 2017 at 10:11:33 AM","BSN, MBA, ND, Canadian1961–present   ;Studied at UBC, Queen's, CCNM   ;Lives in Toronto, ON   ;28.2M content views488.3K this month   ;Published WriterMedical Daily   ;Active in 16 Spaces   ;Joined September 2012",Canada,"“Has there been any point in a doctor’s life where they were tired of working as a doctor, and got depression, etc?",578
91,"Has there been any point in a doctor’s life where they were tired of working as a doctor, and got depression, etc? Did you ever regret studying to become a doctor?",Janet-McKenzie-1,https://www.quora.com/Has-there-been-any-point-in-a-doctor%E2%80%99s-life-where-they-were-tired-of-working-as-a-doctor-and-got-depression-etc-Did-you-ever-regret-studying-to-become-a-doctor,"#332067477November 18, 2017 at 10:11:33 AM","BSN, MBA, ND, Canadian1961–present   ;Studied at UBC, Queen's, CCNM   ;Lives in Toronto, ON   ;28.2M content views488.3K this month   ;Published WriterMedical Daily   ;Active in 16 Spaces   ;Joined September 2012",Canada, Did you ever regret studying to become a doctor?”,579
91,"Has there been any point in a doctor’s life where they were tired of working as a doctor, and got depression, etc? Did you ever regret studying to become a doctor?",Janet-McKenzie-1,https://www.quora.com/Has-there-been-any-point-in-a-doctor%E2%80%99s-life-where-they-were-tired-of-working-as-a-doctor-and-got-depression-etc-Did-you-ever-regret-studying-to-become-a-doctor,"#332067477November 18, 2017 at 10:11:33 AM","BSN, MBA, ND, Canadian1961–present   ;Studied at UBC, Queen's, CCNM   ;Lives in Toronto, ON   ;28.2M content views488.3K this month   ;Published WriterMedical Daily   ;Active in 16 Spaces   ;Joined September 2012",Canada,No regrets.,580
91,"Has there been any point in a doctor’s life where they were tired of working as a doctor, and got depression, etc? Did you ever regret studying to become a doctor?",Janet-McKenzie-1,https://www.quora.com/Has-there-been-any-point-in-a-doctor%E2%80%99s-life-where-they-were-tired-of-working-as-a-doctor-and-got-depression-etc-Did-you-ever-regret-studying-to-become-a-doctor,"#332067477November 18, 2017 at 10:11:33 AM","BSN, MBA, ND, Canadian1961–present   ;Studied at UBC, Queen's, CCNM   ;Lives in Toronto, ON   ;28.2M content views488.3K this month   ;Published WriterMedical Daily   ;Active in 16 Spaces   ;Joined September 2012",Canada," Not that it hasn’t been difficult at times, but it’s all been worth it.",581
91,"Has there been any point in a doctor’s life where they were tired of working as a doctor, and got depression, etc? Did you ever regret studying to become a doctor?",Janet-McKenzie-1,https://www.quora.com/Has-there-been-any-point-in-a-doctor%E2%80%99s-life-where-they-were-tired-of-working-as-a-doctor-and-got-depression-etc-Did-you-ever-regret-studying-to-become-a-doctor,"#332067477November 18, 2017 at 10:11:33 AM","BSN, MBA, ND, Canadian1961–present   ;Studied at UBC, Queen's, CCNM   ;Lives in Toronto, ON   ;28.2M content views488.3K this month   ;Published WriterMedical Daily   ;Active in 16 Spaces   ;Joined September 2012",Canada,,582
91,"Has there been any point in a doctor’s life where they were tired of working as a doctor, and got depression, etc? Did you ever regret studying to become a doctor?",Janet-McKenzie-1,https://www.quora.com/Has-there-been-any-point-in-a-doctor%E2%80%99s-life-where-they-were-tired-of-working-as-a-doctor-and-got-depression-etc-Did-you-ever-regret-studying-to-become-a-doctor,"#332067477November 18, 2017 at 10:11:33 AM","BSN, MBA, ND, Canadian1961–present   ;Studied at UBC, Queen's, CCNM   ;Lives in Toronto, ON   ;28.2M content views488.3K this month   ;Published WriterMedical Daily   ;Active in 16 Spaces   ;Joined September 2012",Canada,"I’m vulnerable to depression, especially if I’m burned out.",583
91,"Has there been any point in a doctor’s life where they were tired of working as a doctor, and got depression, etc? Did you ever regret studying to become a doctor?",Janet-McKenzie-1,https://www.quora.com/Has-there-been-any-point-in-a-doctor%E2%80%99s-life-where-they-were-tired-of-working-as-a-doctor-and-got-depression-etc-Did-you-ever-regret-studying-to-become-a-doctor,"#332067477November 18, 2017 at 10:11:33 AM","BSN, MBA, ND, Canadian1961–present   ;Studied at UBC, Queen's, CCNM   ;Lives in Toronto, ON   ;28.2M content views488.3K this month   ;Published WriterMedical Daily   ;Active in 16 Spaces   ;Joined September 2012",Canada," I burned out as a nurse, but have actively managed my stress and my mood since then to prevent it from happening again.",584
